Date,Open,High,Low,Close,Adj Close,Volume
2013-05-01,3.442500,3.745000,3.380000,3.617500,3.361316,829154000
2013-06-01,3.622500,3.870000,3.457500,3.510000,3.277996,929570800
2013-07-01,3.535000,3.695000,3.490000,3.610000,3.371386,522999200
2013-08-01,3.622500,3.850000,3.277500,3.687500,3.443763,785706400
2013-09-01,3.697500,4.025000,3.667500,3.890000,3.651196,481993200
2013-10-01,3.895000,4.002500,3.750000,3.797500,3.564374,577261200
2013-11-01,3.817500,4.080000,3.630000,3.900000,3.660582,662947600
2013-12-01,3.885000,4.025000,3.725000,4.005000,3.779495,616797600
2014-01-01,3.980000,4.110000,3.832500,3.925000,3.703999,542105200
2014-02-01,3.952500,4.762500,3.830000,4.595000,4.336275,772256800
2014-03-01,4.492500,4.742500,4.390000,4.477500,4.244470,721798800
2014-04-01,4.620000,4.865000,4.470000,4.617500,4.377182,693700800
2014-05-01,4.687500,4.782500,4.427500,4.750000,4.502786,561260000
2014-06-01,4.765000,4.932500,4.557500,4.635000,4.414009,527713200
2014-07-01,4.630000,4.900000,4.355000,4.375000,4.166406,626903600
2014-08-01,4.375000,4.872500,4.335000,4.862500,4.630661,607985200
2014-09-01,4.875000,5.037500,4.555000,4.612500,4.412014,551238800
2014-10-01,4.620000,4.887500,4.192500,4.885000,4.672669,660721200
2014-11-01,4.997500,5.272500,4.845000,5.242500,5.014628,464309600
2014-12-01,5.220000,5.312500,4.775000,5.012500,4.814915,425700400
2015-01-01,5.032500,5.187500,4.770000,4.800000,4.610793,414035200
2015-02-01,4.830000,5.625000,4.735000,5.515000,5.297609,419354000
2015-03-01,5.500000,5.902500,5.115000,5.232500,5.045599,731044400
2015-04-01,5.252500,5.710000,5.162500,5.550000,5.351758,567365200
2015-05-01,5.595000,5.720000,5.095000,5.532500,5.334884,708133600
2015-06-01,5.567500,5.650000,4.992500,5.027500,4.870361,733383200
2015-07-01,5.152500,5.225000,4.772500,4.987500,4.831611,548040400
2015-08-01,5.027500,5.987500,4.962500,5.620000,5.444342,946949200
2015-09-01,5.457500,6.170000,5.350000,6.162500,5.995005,648020800
2015-10-01,6.162500,7.195000,5.867500,7.092500,6.899725,805231600
2015-11-01,7.115000,7.985000,6.907500,7.930000,7.714463,734481600
2015-12-01,8.000000,8.485000,7.992500,8.240000,8.046474,562717200
2016-01-01,8.072500,8.360000,6.612500,7.322500,7.150525,813898000
2016-02-01,7.315000,8.030000,6.187500,7.840000,7.655871,900004800
2016-03-01,7.860000,9.062500,7.760000,8.907500,8.729988,657790400
2016-04-01,8.852500,9.365000,8.657500,8.882500,8.705484,673425200
2016-05-01,8.967500,11.705000,8.600000,11.680000,11.447236,1036783600
2016-06-01,11.625000,12.135000,11.142500,11.752500,11.548201,819790000
2016-07-01,11.687500,14.312500,11.507500,14.275000,14.026854,721005200
2016-08-01,14.335000,15.875000,13.875000,15.335000,15.068428,930512000
2016-09-01,15.347500,17.297501,14.330000,17.129999,16.863237,866525200
2016-10-01,17.129999,18.237499,15.925000,17.790001,17.512964,655156800
2016-11-01,17.855000,23.812500,16.645000,23.049999,22.691053,1276746400
2016-12-01,23.025000,29.982500,21.192499,26.684999,26.308777,1808222800
2017-01-01,26.100000,27.972500,24.777500,27.295000,26.910179,1339684000
2017-02-01,27.645000,30.230000,23.924999,25.370001,25.012318,1420678800
2017-03-01,25.947500,27.500000,23.792500,27.232500,26.882444,1428896000
2017-04-01,27.237499,27.412500,23.872499,26.075001,25.739826,957257200
2017-05-01,26.184999,36.750000,25.577499,36.087502,35.623619,1920944400
2017-06-01,36.247501,42.125000,35.527500,36.139999,35.713024,2344552000
2017-07-01,36.262501,42.482498,34.645000,40.627499,40.147495,1549101600
2017-08-01,40.532501,43.639999,38.227501,42.360001,41.859524,1472821600
2017-09-01,42.487499,47.799999,40.677502,44.692501,44.203350,1444733600
2017-10-01,45.200001,51.972500,44.250000,51.702499,51.136631,1142266400
2017-11-01,52.337502,54.667500,47.807499,50.177502,49.628323,1183089600
2017-12-01,49.827499,50.075001,45.145000,48.375000,47.878788,1011221600
2018-01-01,48.945000,62.317501,48.625000,61.450001,60.819679,1145621600
2018-02-01,59.630001,62.992500,51.000000,60.500000,59.879433,1491552800
2018-03-01,60.477501,63.625000,54.250000,57.897499,57.339226,1411844000
2018-04-01,57.185001,59.812500,52.575001,56.224998,55.682846,1114400800
2018-05-01,56.142502,65.125000,55.549999,63.047501,62.439579,1197824000
2018-06-01,63.500000,67.300003,58.752499,59.224998,58.690197,878554000
2018-07-01,58.522499,64.150002,58.314999,61.215000,60.662224,632187600
2018-08-01,61.532501,70.430000,59.680000,70.169998,69.536362,1091783600
2018-09-01,70.037498,71.305000,64.669998,70.254997,69.658691,634020000
2018-10-01,71.040001,73.190002,44.002499,52.707500,52.260117,1297797600
2018-11-01,53.075001,55.500000,33.327499,40.857498,40.510704,1616234000
2018-12-01,43.150002,43.669998,31.115000,33.375000,33.124825,1245140800
2019-01-01,32.660000,40.220001,31.922501,35.937500,35.668129,1687099200
2019-02-01,36.125000,41.320000,35.645000,38.564999,38.275921,1144572800
2019-03-01,39.067501,46.250000,36.200001,44.889999,44.599426,1206854000
2019-04-01,45.814999,48.367500,43.325001,45.250000,44.957100,943778000
